REGION,ISO,COUNTRY,INDICATOR,MEASURE,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Asia,IDN,Indonesia,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,3,4,5,5,5,4,3,6,-1,2,6,6,3,3,3,2,3,3,2,4,2,1,1,5,-2,6,2,1,2,-1,2,0,3,2,-1,2,9,3,3,3,0,1,2,1,1,2,2,1
Asia,IDN,Indonesia,Population growth,"Growth of population, percent change",,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Asia,IDN,Indonesia,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,6,3,4,5,1,0,5,-5,3,3,5,-2,-6,2,-1,-2,-4,8,10,9,3,8,10,0,-5,2,6,-2,7,7,2,-10,3,4,-2,-3,2,3,8,5,8,4,7,4,11,1,3,-14,-1,4,3,4,3,4,5,4,2,5,2,3,5,5,4,3,4,3,3,4
Asia,IDN,Indonesia,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,3,7,10,0,-4,4,5,-2,6,7,1,-9,1,4,-1,4,2,3,7,4,7,5,7,2,11,1,3,-14,-2,6,1,4,2,3,6,3,-2,5,1,4,6,5,4,4,4,3,3,4
Asia,IDN,Indonesia,Per Capita Income growth,"Growth of GDP per capita, percent change",,6,3,3,5,1,0,5,-5,3,3,5,-2,-6,2,-1,-2,-4,8,10,8,3,9,12,3,-2,6,5,2,3,6,5,-6,2,5,0,4,3,4,7,7,7,5,6,6,6,6,3,-14,-1,3,2,3,3,4,4,4,5,6,3,5,5,5,5,4,4,4,4,4
Asia,JPN,Japan,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","215,583","242,449","270,547","290,482","306,904","333,294","358,355","384,556","406,959","444,075","502,362","562,840","613,058","664,986","742,579","785,832","869,465","965,819","1,090,177","1,226,213","1,357,527","1,421,316","1,540,897","1,664,671","1,644,279","1,695,112","1,770,306","1,856,549","1,964,903","2,084,899","2,157,650","2,264,656","2,354,260","2,450,479","2,579,323","2,735,123","2,851,752","3,004,825","3,235,301","3,423,460","3,630,893","3,796,414","3,864,614","3,871,409","3,928,055","4,055,353","4,207,825","4,292,332","4,286,243","4,319,839","4,477,548","4,526,365","4,552,719","4,641,418","4,762,939","4,859,871","4,947,806","5,049,085","5,014,735","4,760,076","4,976,324","4,983,174","5,068,653","5,178,392","5,203,644","5,279,479","5,333,291","5,422,911","5,491,597"
Asia,JPN,Japan,Employment,Persons employed (in thousands of persons),"39,541","40,353","41,181","42,027","42,564","43,928","44,798","45,979","46,162","46,559","47,644","48,310","48,933","49,352","49,996","50,801","51,843","52,842","53,723","54,131","54,711","55,097","55,383","56,635","56,396","56,258","56,718","57,398","57,958","58,554","58,959","59,409","59,894","60,801","61,008","61,338","61,652","61,896","62,615","63,538","64,598","65,912","66,655","66,908","66,983","67,214","67,281","67,765","66,989","66,091","65,610","65,370","64,607","64,641","65,010","65,531","65,989","66,512","66,411","65,632","65,494","65,455","65,177","65,549","65,934","66,220","66,852","67,531","67,801"
Asia,JPN,Japan,Average Hours Worked,Annual hours worked per worker,"2,030","2,013","1,996","1,979","2,009","2,035","2,085","2,108","2,133","2,156","2,173","2,175","2,153","2,146","2,154","2,135","2,143","2,157","2,160","2,147","2,137","2,129","2,132","2,118","2,059","2,030","2,057","2,064","2,068","2,073","2,074","2,069","2,069","2,075","2,089","2,077","2,078","2,084","2,080","2,061","2,028","2,011","1,962","1,927","1,909","1,912","1,915","1,887","1,867","1,851","1,859","1,843","1,831","1,834","1,842","1,828","1,836","1,827","1,807","1,757","1,778","1,773","1,783","1,762","1,757","1,751","1,742","1,738","1,735"
Asia,JPN,Japan,Total Hours,Total annual hours worked (in millions of hours worked),"80,285","81,230","82,186","83,154","85,508","89,372","93,402","96,926","98,469","100,393","103,525","105,089","105,337","105,924","107,668","108,467","111,097","113,958","116,059","116,220","116,929","117,317","118,059","119,926","116,104","114,218","116,697","118,471","119,857","121,366","122,278","122,906","123,898","126,153","127,462","127,386","128,143","128,990","130,266","130,974","131,032","132,531","130,786","128,916","127,877","128,486","128,830","127,879","125,035","122,328","121,936","120,483","118,270","118,565","119,716","119,778","121,156","121,484","120,025","115,329","116,435","116,032","116,204","115,465","115,813","115,945","116,456","117,393","117,627"
Asia,JPN,Japan,Population,Midyear population (in thousands of persons),"83,805","85,164","86,459","87,655","88,754","89,815","90,766","91,563","92,389","93,297","94,092","94,943","95,832","96,812","97,826","98,883","99,790","100,825","101,961","103,172","104,345","105,697","107,188","108,707","110,162","111,573","112,775","113,872","114,913","115,890","116,807","117,648","118,455","119,270","120,035","120,754","121,492","122,091","122,613","123,108","123,537","124,028","124,467","124,870","125,217","125,537","125,812","126,112","126,451","126,689","126,933","127,234","127,503","127,737","127,837","127,855","127,849","127,860","127,795","127,654","127,529","127,419","127,141","126,923","126,710","126,527","126,310","126,057","125,731"
Asia,JPN,Japan,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"5,452","6,008","6,570","6,912","7,210","7,587","7,999","8,364","8,816","9,538","10,544","11,651","12,529","13,474","14,853","15,469","16,771","18,277","20,293","22,653","24,813","25,797","27,822","29,393","29,156","30,131","31,212","32,345","33,902","35,606","36,596","38,120","39,307","40,303","42,279","44,591","46,256","48,546","51,670","53,881","56,208","57,599","57,979","57,862","58,643","60,335","62,541","63,341","63,984","65,362","68,245","69,242","70,468","71,803","73,265","74,161","74,979","75,912","75,511","72,527","75,981","76,131","77,768","79,000","78,922","79,726","79,778","80,302","80,996"
Asia,JPN,Japan,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),3,3,3,3,4,4,4,4,4,4,5,5,6,6,7,7,8,8,9,11,12,12,13,14,14,15,15,16,16,17,18,18,19,19,20,21,22,23,25,26,28,29,30,30,31,32,33,34,34,35,37,38,38,39,40,41,41,42,42,41,43,43,44,45,45,46,46,46,47
Asia,JPN,Japan,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"2,572","2,847","3,129","3,314","3,458","3,711","3,948","4,200","4,405","4,760","5,339","5,928","6,397","6,869","7,591","7,947","8,713","9,579","10,692","11,885","13,010","13,447","14,376","15,313","14,926","15,193","15,698","16,304","17,099","17,990","18,472","19,249","19,875","20,546","21,488","22,650","23,473","24,611","26,386","27,809","29,391","30,609","31,049","31,003","31,370","32,304","33,445","34,036","33,897","34,098","35,275","35,575","35,707","36,336","37,258","38,011","38,700","39,489","39,241","37,289","39,021","39,109","39,866","40,800","41,067","41,726","42,224","43,020","43,677"
Asia,JPN,Japan,GDP growth,"Growth of GDP, percent change",,12,12,7,6,9,8,7,6,9,13,12,9,8,12,6,11,11,13,12,11,5,8,8,-1,3,4,5,6,6,3,5,4,4,5,6,4,5,8,6,6,5,2,0,1,3,4,2,0,1,4,1,1,2,3,2,2,2,-1,-5,5,0,2,2,0,1,1,2,1
Asia,JPN,Japan,Employment growth,"Growth of employment, percent change",,2,2,2,1,3,2,3,0,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,0,0,1,1,1,1,1,1,1,2,0,1,1,0,1,1,2,2,1,0,0,0,0,1,-1,-1,-1,0,-1,0,1,1,1,1,0,-1,0,0,0,1,1,0,1,1,0
Asia,JPN,Japan,Total Hours growth,"Growth of total hours worked, percent change",,1,1,1,3,5,5,4,2,2,3,2,0,1,2,1,2,3,2,0,1,0,1,2,-3,-2,2,2,1,1,1,1,1,2,1,0,1,1,1,1,0,1,-1,-1,-1,0,0,-1,-2,-2,0,-1,-2,0,1,0,1,0,-1,-4,1,0,0,-1,0,0,0,1,0
Asia,JPN,Japan,Population growth,"Growth of population, percent change",,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,JPN,Japan,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,10,9,5,4,5,5,5,5,8,11,10,8,8,10,4,8,9,11,12,10,4,8,6,-1,3,4,4,5,5,3,4,3,3,5,5,4,5,6,4,4,2,1,0,1,3,4,1,1,2,4,1,2,2,2,1,1,1,-1,-4,5,0,2,2,0,1,0,1,1
Asia,JPN,Japan,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,11,10,6,3,4,3,3,4,7,10,10,9,8,10,5,8,8,11,12,10,4,8,6,2,5,2,3,5,5,3,4,3,2,4,6,4,5,7,5,6,3,3,2,2,3,3,3,2,3,4,2,2,2,2,2,1,2,1,-1,4,0,2,3,0,1,1,1,1
Asia,JPN,Japan,Per Capita Income growth,"Growth of GDP per capita, percent change",,11,10,6,4,7,6,6,5,8,12,11,8,7,11,5,10,10,12,11,9,3,7,7,-3,2,3,4,5,5,3,4,3,3,5,5,4,5,7,5,6,4,1,0,1,3,4,2,0,1,3,1,0,2,3,2,2,2,-1,-5,5,0,2,2,1,2,1,2,2
Asia,MYS,Malaysia,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","23,261","21,976","23,025","23,134","24,594","24,757","26,248","26,101","26,099","27,884","29,909","31,984","33,802","35,409","37,644","40,357","42,381","43,097","46,877","49,578","52,597","56,481","60,738","69,519","74,713","75,332","84,715","91,618","99,634","107,747","116,706","124,979","132,401","140,484","151,387","149,826","151,721","159,753","173,860","190,123","208,271","228,157","248,430","273,014","298,162","327,471","360,225","386,620","358,169","380,128","413,088","415,226","437,612","462,943","494,343","518,941","547,922","582,435","610,579","601,337","646,605","680,834","718,100","751,805","796,963","837,035","872,357","923,787","972,137"
Asia,MYS,Malaysia,Employment,Persons employed (in thousands of persons),"2,210","2,253","2,297","2,343","2,389","2,436","2,484","2,533","2,583","2,633","2,685","2,756","2,828","2,903","2,979","3,058","3,138","3,221","3,305","3,392","3,482","3,597","3,715","3,834","3,954","4,082","4,211","4,349","4,484","4,628","4,787","5,067","5,249","5,457","5,567","5,653","5,760","5,984","6,157","6,391","6,685","6,724","7,048","7,383","7,519","7,645","8,399","8,569","8,600","8,838","9,269","9,357","9,543","9,870","9,980","10,045","10,275","10,538","10,660","10,897","11,899","12,352","12,821","13,545","13,853","14,069","14,155","14,420","14,713"
Asia,MYS,Malaysia,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,"2,259","2,261","2,262","2,264","2,265","2,267","2,269","2,271","2,273","2,275","2,277","2,278","2,278","2,277","2,283","2,279","2,272","2,273","2,271","2,280","2,283","2,291","2,298","2,300","2,300","2,300","2,301","2,306","2,303","2,304","2,303","2,307","2,334","2,324","2,319","2,361","2,349","2,324","2,298","2,307","2,290","2,286","2,269","2,241","2,250","2,238","2,238","2,238","2,238"
Asia,MYS,Malaysia,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,"7,865","8,132","8,405","8,679","8,959","9,255","9,554","9,876","10,193","10,527","10,899","11,541","11,960","12,428","12,711","12,886","13,089","13,602","13,986","14,569","15,264","15,401","16,197","16,979","17,294","17,586","19,324","19,757","19,802","20,363","21,350","21,584","22,273","22,942","23,141","23,720","24,138","24,495","24,499","25,135","27,252","28,233","29,085","30,354","31,163","31,491","31,683","32,277","32,933"
Asia,MYS,Malaysia,Population,Midyear population (in thousands of persons),"6,434","6,582","6,748","6,929","7,118","7,312","7,520","7,739","7,966","8,196","8,428","8,663","8,906","9,148","9,397","9,648","9,900","10,155","10,409","10,662","10,910","11,171","11,441","11,712","11,986","12,267","12,554","12,845","13,139","13,444","13,764","14,096","14,441","14,793","15,157","15,545","15,942","16,333","16,731","17,121","17,507","17,991","18,466","18,933","19,419","19,913","20,419","20,958","21,516","22,081","22,666","23,240","23,773","24,359","24,941","25,424","25,878","26,332","26,784","27,235","27,682","28,126","28,568","29,007","29,443","29,874","30,301","30,724","31,143"
Asia,MYS,Malaysia,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"10,527","9,754","10,022","9,875","10,295","10,163","10,567","10,306","10,106","10,589","11,138","11,606","11,951","12,198","12,635","13,199","13,505","13,381","14,182","14,614","15,107","15,701","16,348","18,134","18,894","18,453","20,120","21,067","22,218","23,282","24,378","24,665","25,224","25,744","27,195","26,502","26,340","26,697","28,237","29,749","31,155","33,934","35,249","36,977","39,654","42,835","42,888","45,117","41,650","43,012","44,566","44,376","45,859","46,906","49,536","51,660","53,324","55,269","57,280","55,182","54,339","55,122","56,011","55,503","57,532","59,494","61,629","64,061","66,071"
Asia,MYS,Malaysia,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,7,7,7,8,8,8,9,9,10,10,11,11,11,11,12,12,12,12,12,13,14,15,15,16,17,19,19,20,18,19,19,19,20,20,21,22,23,24,25,24,24,24,25,25,26,27,28,29,30
Asia,MYS,Malaysia,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"3,615","3,339","3,412","3,339","3,455","3,386","3,491","3,373","3,276","3,402","3,549","3,692","3,795","3,870","4,006","4,183","4,281","4,244","4,503","4,650","4,821","5,056","5,309","5,936","6,233","6,141","6,748","7,132","7,583","8,015","8,479","8,866","9,168","9,497","9,988","9,638","9,517","9,781","10,391","11,105","11,896","12,682","13,453","14,420","15,354","16,445","17,641","18,447","16,646","17,216","18,225","17,867","18,408","19,005","19,820","20,412","21,173","22,119","22,796","22,080","23,358","24,206","25,136","25,918","27,068","28,019","28,790","30,067","31,216"
Asia,MYS,Malaysia,GDP growth,"Growth of GDP, percent change",,-6,5,0,6,1,6,-1,0,7,7,7,6,5,6,7,5,2,9,6,6,7,8,14,7,1,12,8,9,8,8,7,6,6,8,-1,1,5,9,9,10,10,9,10,9,10,10,7,-7,6,9,1,5,6,7,5,6,6,5,-2,8,5,5,5,6,5,4,6,5
Asia,MYS,Malaysia,Employment growth,"Growth of employment, percent change",,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,4,2,2,2,4,3,4,5,1,5,5,2,2,10,2,0,3,5,1,2,3,1,1,2,3,1,2,9,4,4,6,2,2,1,2,2
Asia,MYS,Malaysia,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,4,6,4,4,2,1,2,4,3,4,5,1,5,5,2,2,10,2,0,3,5,1,3,3,1,3,2,1,0,3,8,4,3,4,3,1,1,2,2
Asia,MYS,Malaysia,Population growth,"Growth of population, percent change",,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
Asia,MYS,Malaysia,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,-7,3,-1,4,-1,4,-2,-2,5,5,4,3,2,4,4,2,-1,6,3,3,4,4,11,4,-2,9,5,5,5,5,1,2,2,6,-3,-1,1,6,5,5,9,4,5,7,8,0,5,-8,3,4,0,3,2,6,4,3,4,4,-4,-2,1,2,-1,4,3,4,4,3
Asia,MYS,Malaysia,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,4,4,11,4,-2,9,5,5,5,5,1,2,2,5,-2,0,1,6,5,5,9,4,5,7,8,0,5,-8,3,4,-1,2,3,6,2,4,5,5,-4,-1,2,2,0,3,4,4,4,3
Asia,MYS,Malaysia,Per Capita Income growth,"Growth of GDP per capita, percent change",,-8,2,-2,3,-2,3,-3,-3,4,4,4,3,2,3,4,2,-1,6,3,4,5,5,12,5,-1,10,6,6,6,6,5,3,4,5,-4,-1,3,6,7,7,7,6,7,6,7,7,5,-10,3,6,-2,3,3,4,3,4,4,3,-3,6,4,4,3,4,4,3,4,4
Asia,MMR,Myanmar,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","9,587","10,984","11,225","11,520","10,805","12,212","13,020","13,787","13,410","15,488","16,003","16,391","17,820","18,323","18,649","19,121","18,323","18,838","20,078","20,907","21,852","22,566","22,733","22,818","24,025","25,022","26,545","28,131","29,947","31,360","34,044","35,970","37,921","39,572","41,524","42,708","42,256","40,563","35,959","37,287","38,337","38,088","41,768","44,290","47,602","50,910","54,190","57,252","60,558","67,186","76,421","85,090","95,323","108,519","123,239","139,962","158,263","177,241","183,622","193,067","203,385","214,758","230,505","249,927","269,900","288,773","306,447","330,043","356,447"
Asia,MMR,Myanmar,Employment,Persons employed (in thousands of persons),"10,509","10,600","10,692","10,786","10,879","10,974","11,070","11,166","11,263","11,362","11,460","11,648","11,839","12,032","12,229","12,429","12,633","12,839","13,049","13,263","13,480","13,806","14,151","14,512","14,886","15,275","15,944","16,623","17,314","17,683","18,022","18,409","18,751","19,257","19,707","20,135","20,631","21,178","21,635","21,976","20,893","21,288","21,765","22,233","22,718","23,238","23,756","24,301","24,860","25,409","25,936","26,382","26,804","27,196","27,555","27,885","28,176","28,448","28,709","28,958","29,203","29,527","29,855","30,193","30,542","30,862","31,198","31,601","32,015"
Asia,MMR,Myanmar,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,"2,451","2,451","2,451","2,451","2,450","2,449","2,448","2,448","2,447","2,446","2,446","2,445","2,444","2,443","2,443","2,444","2,445","2,446","2,447","2,448","2,449","2,450","2,449","2,449","2,448","2,447","2,447","2,447","2,446","2,446","2,445","2,445","2,444","2,444","2,444","2,443","2,443","2,442","2,441","2,441","2,440","2,439","2,439","2,439","2,438","2,438","2,438","2,438","2,438"
Asia,MMR,Myanmar,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,"33,042","33,839","34,682","35,564","36,469","37,412","39,038","40,686","42,365","43,256","44,073","45,001","45,821","47,038","48,153","49,215","50,446","51,806","52,947","53,806","51,176","52,154","53,310","54,442","55,616","56,871","58,131","59,455","60,813","62,145","63,421","64,500","65,523","66,469","67,336","68,130","68,826","69,474","70,092","70,677","71,250","72,029","72,819","73,631","74,467","75,237","76,056","77,040","78,048"
Asia,MMR,Myanmar,Population,Midyear population (in thousands of persons),"19,488","19,788","20,093","20,403","20,722","21,050","21,387","21,734","22,090","22,459","22,839","23,232","23,638","24,057","24,490","24,937","25,399","25,876","26,368","26,874","27,393","27,926","28,474","29,235","29,799","30,335","30,872","31,408","31,863","32,405","33,061","33,669","34,306","34,980","35,671","36,346","36,998","37,625","38,196","38,721","39,243","39,885","40,419","41,003","41,732","42,463","43,143","43,782","44,407","45,018","45,616","46,171","46,690","47,201","47,699","48,196","48,674","49,151","49,505","49,896","50,285","50,813","51,369","51,879","52,375","52,901","53,416","53,912","54,400"
Asia,MMR,Myanmar,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),912,"1,036","1,050","1,068",993,"1,113","1,176","1,235","1,191","1,363","1,396","1,407","1,505","1,523","1,525","1,538","1,450","1,467","1,539","1,576","1,621","1,634","1,606","1,572","1,614","1,638","1,665","1,692","1,730","1,773","1,889","1,954","2,022","2,055","2,107","2,121","2,048","1,915","1,662","1,697","1,835","1,789","1,919","1,992","2,095","2,191","2,281","2,356","2,436","2,644","2,947","3,225","3,556","3,990","4,472","5,019","5,617","6,230","6,396","6,667","6,964","7,273","7,721","8,278","8,837","9,357","9,823","10,444","11,134"
Asia,MMR,Myanmar,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,5
Asia,MMR,Myanmar,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),492,555,559,565,521,580,609,634,607,690,701,706,754,762,761,767,721,728,761,778,798,808,798,781,806,825,860,896,940,968,"1,030","1,068","1,105","1,131","1,164","1,175","1,142","1,078",941,963,977,955,"1,033","1,080","1,141","1,199","1,256","1,308","1,364","1,492","1,675","1,843","2,042","2,299","2,584","2,904","3,252","3,606","3,709","3,869","4,045","4,226","4,487","4,818","5,153","5,459","5,737","6,122","6,552"
